Query,original_sexp,table_id
",84120NED
ontvangen belastingen op motorrijtuigen in 2018 3e kwartaal,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045076) (DIM TC 2018KW03)))))
",84120NED
ontvangen belastingen op alcohol in het 2e kwartaal van 2010,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045032) (DIM TC 2010KW02)))))
",84120NED
hoeveel belastingen en wettelijke premies ontving de overheid voor kinderopvang in 2008,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045103) (DIM TC 2008JJ00)))))
",84120NED
ontvangen belastingen en wettelijke premies voor het Algemeen Werkloosheidsfonds in het 1e kwartaal van 2022,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045098) (DIM TC 2022KW01)))))
",84120NED
wettelijke premies op woningcorporaties in 2017?,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045085) (DIM TC 2017KW02)))))
",84120NED
ontvangen belastingen en wettelijke premies overheid in 1996,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045084) (DIM TC 1996JJ00)))))
",84120NED
hoeveel is er ontvangen voor het depositogarantiestelsel in 2011,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045042) (DIM TC 2011JJ00)))))
",84120NED
ontvangen belastingen en wettelijke premies in het 4e kwartaal van 2020 door de overheid,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045053) (DIM TC 2020KW04)))))
",84120NED
ontvangen belastingen en wettelijke premies voor het AOW in het eerste kwartaal van 2021,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045097) (DIM TC 2021KW01)))))
",84120NED
hoeveel wettelijke premies ontving de overheid in 2017,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045088) (DIM TC 2017JJ00)))))
",84120NED
ontvangen woonforensenbelasting door gemeenten in het 4e kwartaal van 2009,"(VALUE (84120NED (MSR M001184 (WHERE (DIM BelastingenEnWettelijkePremies A045087) (DIM TC 2009KW04)))))
",84120NED
aantal verdachten van diefstal of inbraak uit schuur of garage in 2019,"(VALUE (81947NED (MSR CRI1136_1 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 99999) (DIM Migratieachtergrond A008187) (DIM TC 2019JJ00)))))
",81947NED
totaal aantal verdachten van vermogensmisdrijven in 2003,"(VALUE (81947NED (MSR D003847_4 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 10000) (DIM Migratieachtergrond H008673) (DIM TC 2003JJ00)))))
",81947NED
hoeveel 65 plussers zijn er in 2008 geregistreerd voor winkeldiefstal,"(VALUE (81947NED (MSR CRI1137_1 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 80200) (DIM Migratieachtergrond 1012600) (DIM TC 2008JJ00)))))
",81947NED
Hoeveel verdachten van rijden onder invloed waren er in 2005 ouder dan 65 jaar?,"(VALUE (81947NED (MSR CRI5200_1 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 80200) (DIM Migratieachtergrond T001040) (DIM TC 2005JJ00)))))
",81947NED
Hoeveel bejaarde verdachten van diefstal waren er in 2007?,"(VALUE (81947NED (MSR CRI1100_2 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 80200) (DIM Migratieachtergrond T001040) (DIM TC 2007JJ00)))))
",81947NED
Hoeveel verdachten van verkeersmisdrijven waren er in 2013 met een overige niet-westerse migratieachtergrond in de leeftijd van 25 tot 45 jaar?,"(VALUE (81947NED (MSR CRI5000_1 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 53310) (DIM Migratieachtergrond A008187) (DIM TC 2013JJ00)))))
",81947NED
Hoeveel verdachten van diefstal waren er in 2019 in de leeftijd van 18 tot 25 jaar met een migratieachtergrond?,"(VALUE (81947NED (MSR CRI1135_2 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 53105) (DIM Migratieachtergrond 2012605) (DIM TC 2019JJ00)))))
",81947NED
Hoeveel verdachten van drugs waren er in de leeftijdscategorie 18 tot 25 jaar met een migratieachtergrond in 2000?,"(VALUE (81947NED (MSR D003844_4 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 53105) (DIM Migratieachtergrond 2012605) (DIM TC 2000JJ00)))))
",81947NED
totaal aantal verdachten van diefstal van bromfietsen of snorfietsen in de leeftijdsgroep 12 tot 18 jaar met migratieachtergrond in 2007,"(VALUE (81947NED (MSR CRI1123_1 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 52020) (DIM Migratieachtergrond 2012605) (DIM TC 2007JJ00)))))
",81947NED
Hoeveel personen met een Antilliaanse achtergrond werden verdacht van straatroof in 2007?,"(VALUE (81947NED (MSR CRI1132_1 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 10000) (DIM Migratieachtergrond H007119) (DIM TC 2007JJ00)))))
",81947NED
Hoeveel personen met een westerse migratieachtergrond hebben auto's vernield in 2006?,"(VALUE (81947NED (MSR CRI2110_1 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 99999) (DIM Migratieachtergrond 2012655) (DIM TC 2006JJ00)))))
",81947NED
Hoeveel Marokkanen van 25 tot 45 jaar oud waren verdacht van straatroof in 2018?,"(VALUE (81947NED (MSR CRI1132_2 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 53310) (DIM Migratieachtergrond H008673) (DIM TC 2018JJ00)))))
",81947NED
Hoeveel personen zijn verdacht van vernieling in 2013?,"(VALUE (81947NED (MSR CRI2100_2 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 10000) (DIM Migratieachtergrond T001040) (DIM TC 2013JJ00)))))
",81947NED
Hoeveel personen van Arubaanse afkomst verdachten van straatroof waren er in 2020?,"(VALUE (81947NED (MSR CRI1132_1 (WHERE (DIM Geslacht T001038) (DIM Leeftijd 99999) (DIM Migratieachtergrond H007119) (DIM TC 2020JJ00)))))
",81947NED
hoeveel huishoudens met meer dan 1 persoon waren er in 1995,"(VALUE (82905NED (MSR 1030009 (WHERE (DIM TC 1995JJ00)))))
",82905NED
Hoeveel samenwonende vrouwen zijn er in 2016 met een kind maar niet getrouwd?,"(VALUE (82905NED (MSR 1030003_2 (WHERE (DIM TC 2016JJ00)))))
",82905NED
aantal vaders met kinderen in 1998,"(VALUE (82905NED (MSR 1015110_1 (WHERE (DIM TC 1998JJ00)))))
",82905NED
totaal aantal personen in een huishouden 1997,"(VALUE (82905NED (MSR T001038_1 (WHERE (DIM TC 1997JJ00)))))
",82905NED
hoeveel mannen zijn er in 2016 getrouwd zonder kinderen,"(VALUE (82905NED (MSR 1030002_1 (WHERE (DIM TC 2016JJ00)))))
",82905NED
hoeveel verzorgings- en verpleeghuizen waren er in 2011,"(VALUE (82905NED (MSR M005140 (WHERE (DIM TC 2011JJ00)))))
",82905NED
hoeveel gezinnen zonder kinderen waren er in 2017,"(VALUE (82905NED (MSR 1016040 (WHERE (DIM TC 2017JJ00)))))
",82905NED
totaal huishoudens met 2 kinderen 2009,"(VALUE (82905NED (MSR 1050160 (WHERE (DIM TC 2009JJ00)))))
",82905NED
aantal eenpersoonshuishoudens in 2003,"(VALUE (82905NED (MSR 1050015_1 (WHERE (DIM TC 2003JJ00)))))
",82905NED
aantal huishoudens met meer dan een persoon in 1998,"(VALUE (82905NED (MSR 1030009 (WHERE (DIM TC 1998JJ00)))))
",82905NED
aantal huishoudens van 5 of meer personen in 2000,"(VALUE (82905NED (MSR 1011600 (WHERE (DIM TC 2000JJ00)))))
",82905NED
Hoeveel getrouwde stellen zonder kinderen in 2021?,"(VALUE (82905NED (MSR 1016070 (WHERE (DIM TC 2021JJ00)))))
",82905NED
aantal personen in een zorginstelling in 2007,"(VALUE (82905NED (MSR M007140 (WHERE (DIM TC 2007JJ00)))))
",82905NED
totaal meerpersoonshuishoudens 2020,"(VALUE (82905NED (MSR 1016010_4 (WHERE (DIM TC 2020JJ00)))))
",82905NED
hoeveel werknemers waren er in de landbouw in het 3e kwartaal van 1995?,"(VALUE (84166NED (MSR M000308_3 (WHERE (DIM BedrijfstakkenBranchesSBI2008 301000) (DIM TypeWerkenden A045285) (DIM TC 1995KW03)))))
",84166NED
Hoeveel mensen werkten er in de culturele sector in het eerste kwartaal van 2009?,"(VALUE (84166NED (MSR M001719_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 300014) (DIM TypeWerkenden A045285) (DIM TC 2009KW01)))))
",84166NED
aantal uren gewerkt door werknemers in 1999,"(VALUE (84166NED (MSR D001747_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 T001081) (DIM TypeWerkenden A045285) (DIM TC 1999JJ00)))))
",84166NED
seizoengecorrigeerde banen in de informatie en communicatie sector in 2009,"(VALUE (84166NED (MSR M001822_1 (WHERE (DIM BedrijfstakkenBranchesSBI2008 391600) (DIM TypeWerkenden T001413) (DIM TC 2009JJ00)))))
",84166NED
Aantal zelfstandige ondernemers in de vervoerssector in het 3e kwartaal,"(VALUE (84166NED (MSR M001719_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 300006) (DIM TypeWerkenden A045286) (DIM TC 2008KW03)))))
",84166NED
werkzame personen in het onderwijs in het 2e kwartaal van 2005,"(VALUE (84166NED (MSR M001719_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 419000) (DIM TypeWerkenden T001413) (DIM TC 2005KW02)))))
",84166NED
werknemers in de gezondheidszorg 4e kwartaal 2011,"(VALUE (84166NED (MSR T001098_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 422400) (DIM TypeWerkenden T001413) (DIM TC 2011KW04)))))
",84166NED
Hoeveel uur hebben zelfstandigen in het onderwijs gewerkt in het 3e kwartaal van 2010?,"(VALUE (84166NED (MSR M002303 (WHERE (DIM BedrijfstakkenBranchesSBI2008 419000) (DIM TypeWerkenden A045286) (DIM TC 2010KW03)))))
",84166NED
hoeveel werknemers waren er in de overheid in 2007,"(VALUE (84166NED (MSR M001719_1 (WHERE (DIM BedrijfstakkenBranchesSBI2008 417400) (DIM TypeWerkenden A045285) (DIM TC 2007JJ00)))))
",84166NED
hoeveel uitzendkrachten werkten er in 2005 in de uitzendbranche?,"(VALUE (84166NED (MSR M002303 (WHERE (DIM BedrijfstakkenBranchesSBI2008 412700) (DIM TypeWerkenden A045286) (DIM TC 2005JJ00)))))
",84166NED
hoeveel uren is er gewerkt in de landbouw in het 1e kwartaal van 2007,"(VALUE (84166NED (MSR M002303 (WHERE (DIM BedrijfstakkenBranchesSBI2008 301000) (DIM TypeWerkenden T001413) (DIM TC 2007KW01)))))
",84166NED
hoeveel uren werkten uitzendkrachten in het 2e kwartaal van 2008?,"(VALUE (84166NED (MSR D001747_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 412700) (DIM TypeWerkenden A045285) (DIM TC 2008KW02)))))
",84166NED
hoeveel mensen werkten er in de verhuur en handel van onroerend goed in het 1e kwartaal van 1999,"(VALUE (84166NED (MSR M001719_1 (WHERE (DIM BedrijfstakkenBranchesSBI2008 402000) (DIM TypeWerkenden T001413) (DIM TC 1999KW01)))))
",84166NED
Hoeveel zelfstandige werknemers in de financiële dienstverlening waren er in 2019?,"(VALUE (84166NED (MSR M001719_2 (WHERE (DIM BedrijfstakkenBranchesSBI2008 396300) (DIM TypeWerkenden A045286) (DIM TC 2019JJ00)))))
",84166NED
Hoeveel mensen wonen er in Lansingerland in 2030?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MW00000) (DIM RegioIndeling2021 GM1621) (DIM TC 2030JJ00)))))
",85173NED
Wat is de ondergrens van de totale bevolking van Noord-Friesland in 2044?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MOG0067) (DIM RegioIndeling2021 CR04) (DIM TC 2044JJ00)))))
",85173NED
Wat is de ondergrens van de totale bevolking in Halderberge in 2026?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MOG0067) (DIM RegioIndeling2021 GM1655) (DIM TC 2026JJ00)))))
",85173NED
Hoeveel inwoners heeft Súdwest-Fryslân in 2044?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MW00000) (DIM RegioIndeling2021 GM1900) (DIM TC 2044JJ00)))))
",85173NED
Wat is de bovengrens van de totale bevolking van Uden in 2023?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MBG0067) (DIM RegioIndeling2021 GM0856) (DIM TC 2023JJ00)))))
",85173NED
Wat is de prognose van de bevolking in De Ronde Venen in 2027?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MW00000) (DIM RegioIndeling2021 GM0736) (DIM TC 2027JJ00)))))
",85173NED
Wat is de bevolkingsprognose voor Zeeuwsch-Vlaanderen in 2030?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MBG0067) (DIM RegioIndeling2021 CR31) (DIM TC 2030JJ00)))))
",85173NED
Wat is de bovengrens van de bevolking in Friesland in 2048?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MBG0067) (DIM RegioIndeling2021 PV21) (DIM TC 2048JJ00)))))
",85173NED
Wat is de ondergrens van de bevolking in Eindhoven in 2030?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MOG0067) (DIM RegioIndeling2021 GM0772) (DIM TC 2030JJ00)))))
",85173NED
Wat is de prognose van de totale bevolking van Berkelland in 2029?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MW00000) (DIM RegioIndeling2021 GM1859) (DIM TC 2029JJ00)))))
",85173NED
Hoeveel inwoners krijgt Zoetermeer in 2025?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MW00000) (DIM RegioIndeling2021 GM0637) (DIM TC 2025JJ00)))))
",85173NED
Hoeveel mensen leven er in Den Helder in 2026?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MW00000) (DIM RegioIndeling2021 GM0400) (DIM TC 2026JJ00)))))
",85173NED
Hoeveel mensen wonen er in Papendrecht in 2042? Prognose,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MW00000) (DIM RegioIndeling2021 GM0590) (DIM TC 2042JJ00)))))
",85173NED
Wat is de ondergrens van de totale bevolking van Goes in 2043?,"(VALUE (85173NED (MSR M000352 (WHERE (DIM Leeftijd 10000) (DIM PrognoseInterval MOG0067) (DIM RegioIndeling2021 GM0664) (DIM TC 2043JJ00)))))
",85173NED
hoeveel huishoudens met een ouder en 3 of meer kinderen waren er in 2010 in Noordoost-Brabant,"(VALUE (71487ned (MSR 1050215 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC CR35) (DIM TC 2010JJ00)))))
",71487ned
Hoeveel huishoudens met een ouder en 3 of meer kinderen waren er in Arnhem/Nijmegen in 2019?,"(VALUE (71487ned (MSR 1050215 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC CR15) (DIM TC 2019JJ00)))))
",71487ned
hoeveel gezinnen in Heerenveen hadden in 2009 3 of meer kinderen,"(VALUE (71487ned (MSR 1050110 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM0074) (DIM TC 2009JJ00)))))
",71487ned
totaal huishoudens met twee kinderen in Dalfsen 2004,"(VALUE (71487ned (MSR 1050160 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM0148) (DIM TC 2004JJ00)))))
",71487ned
aantal eenoudergezinnen met kinderen in Gooise Meren in 2019,"(VALUE (71487ned (MSR 1050205 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM1942) (DIM TC 2019JJ00)))))
",71487ned
gehuwd paar met 1 kind in buren in 2002,"(VALUE (71487ned (MSR 1050125 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM0214) (DIM TC 2002JJ00)))))
",71487ned
Hoeveel huishoudens hebben er in Bemmel 1 kind in 2022?,"(VALUE (71487ned (MSR A047481 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM0206) (DIM TC 2022JJ00)))))
",71487ned
hoeveel huishoudens met een kind had goirle in 2017,"(VALUE (71487ned (MSR A047481 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM0785) (DIM TC 2017JJ00)))))
",71487ned
totaal huishoudens met kinderen in Bergen in 2013,"(VALUE (71487ned (MSR 1016030_2 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM0893) (DIM TC 2013JJ00)))))
",71487ned
hoeveel huwelijken met kinderen waren er in 2010 in Grootegast?,"(VALUE (71487ned (MSR 1050120_2 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM0015) (DIM TC 2010JJ00)))))
",71487ned
aantal huishoudens met een ouder en een kind in Bernheze in 2013,"(VALUE (71487ned (MSR 1050205 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM1721) (DIM TC 2013JJ00)))))
",71487ned
aantal eenoudergezinnen in Dinkelland in 2016,"(VALUE (71487ned (MSR 1050190_2 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM1774) (DIM TC 2016JJ00)))))
",71487ned
aantal huishoudens met kinderen in Gemert-Bakel in 2002,"(VALUE (71487ned (MSR 1016030_2 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM1652) (DIM TC 2002JJ00)))))
",71487ned
hoeveel gezinnen met meer dan drie kinderen waren er in Doesburg in 2021,"(VALUE (71487ned (MSR 1017700 (WHERE (DIM LeeftijdKindEren 1017000) (DIM GC GM0221) (DIM TC 2021JJ00)))))
",71487ned
Hoeveel slijterijen met personeel zijn er in 2016 in het eerste kwartaal failliet gegaan?,"(VALUE (82190NED (MSR D002683 (WHERE (DIM Bedrijfsomvang WP19077) (DIM BedrijfstakkenBranchesSBI2008 373100) (DIM TC 2016KW01)))))
",82190NED
hoeveel winkels in dameskleding met meer dan 1 werknemer hadden er een omzetstijging in het 2e kwartaal van 2015,"(VALUE (82190NED (MSR D002756 (WHERE (DIM Bedrijfsomvang WP19077) (DIM BedrijfstakkenBranchesSBI2008 378700) (DIM TC 2015KW02)))))
",82190NED
Hoeveel bedrijven met omzetdaling in de 1e kwartaal 2013 waren er in de branche winkels in audio- en video-opnamen,"(VALUE (82190NED (MSR D002755 (WHERE (DIM Bedrijfsomvang WP19077) (DIM BedrijfstakkenBranchesSBI2008 377700) (DIM TC 2013KW01)))))
",82190NED
procentuele stijging omzet bedrijven in de gespecialiseerde bouw met meer dan 1 werkzame persoon in het 3e kwartaal van 2019,"(VALUE (82190NED (MSR D002756 (WHERE (DIM Bedrijfsomvang WP19077) (DIM BedrijfstakkenBranchesSBI2008 351900) (DIM TC 2019KW03)))))
",82190NED
hoeveel uitzendbureaus met meer dan 1 werknemer hadden een hogere omzet in het 3e kwartaal van 2020?,"(VALUE (82190NED (MSR D002838 (WHERE (DIM Bedrijfsomvang WP19077) (DIM BedrijfstakkenBranchesSBI2008 413200) (DIM TC 2020KW03)))))
",82190NED
winkels in wit- en bruingoed met omzetdaling in 2013,"(VALUE (82190NED (MSR D002755 (WHERE (DIM Bedrijfsomvang WP19079) (DIM BedrijfstakkenBranchesSBI2008 374300) (DIM TC 2013KW04)))))
",82190NED
hoeveel bedrijven met 1 werkzame persoon in de kledingindustrie hadden er een omzetstijging in het 1e kwartaal van 2017,"(VALUE (82190NED (MSR D002838 (WHERE (DIM Bedrijfsomvang WP19079) (DIM BedrijfstakkenBranchesSBI2008 314000) (DIM TC 2017KW01)))))
",82190NED
bedrijven met omzetstijging in de hout- en bouwmaterialenindustrie in het 3e kwartaal van 2014 ten opzichte van vorig jaar,"(VALUE (82190NED (MSR D002684 (WHERE (DIM Bedrijfsomvang WP19077) (DIM BedrijfstakkenBranchesSBI2008 315805) (DIM TC 2014KW03)))))
",82190NED
"Hoeveel bedrijven met een persoon of meer hadden een hogere omzet door de verkoop van boeken, tijdschriften en schrijfwaren in 2015?","(VALUE (82190NED (MSR D002756 (WHERE (DIM Bedrijfsomvang WP19077) (DIM BedrijfstakkenBranchesSBI2008 377600) (DIM TC 2015KW03)))))
",82190NED
winkels in computers en software met omzetstijging in 2015 4e kwartaal,"(VALUE (82190NED (MSR D002838 (WHERE (DIM Bedrijfsomvang WP19077) (DIM BedrijfstakkenBranchesSBI2008 374100) (DIM TC 2015KW04)))))
",82190NED
Hoeveel tankstations met 1 werkzame persoon hadden een omzetstijging in 2022?,"(VALUE (82190NED (MSR D002838 (WHERE (DIM Bedrijfsomvang WP19079) (DIM BedrijfstakkenBranchesSBI2008 373800) (DIM TC 2022KW01)))))
",82190NED
bedrijven met omzetstijging in 2013 3e kwartaal diensten op het gebied van informatie,"(VALUE (82190NED (MSR D002838 (WHERE (DIM Bedrijfsomvang WP19077) (DIM BedrijfstakkenBranchesSBI2008 395600) (DIM TC 2013KW03)))))
",82190NED
Hoeveel bedrijven met 1 werkzame persoon waren er in de delfstoffenwinning in het 1e kwartaal van 2013?,"(VALUE (82190NED (MSR D002684 (WHERE (DIM Bedrijfsomvang WP19079) (DIM BedrijfstakkenBranchesSBI2008 305700) (DIM TC 2013KW01)))))
",82190NED
Hoeveel bedrijven in de groothandel hadden een lagere omzet in 2022?,"(VALUE (82190NED (MSR D002837 (WHERE (DIM Bedrijfsomvang WP19077) (DIM BedrijfstakkenBranchesSBI2008 356900) (DIM TC 2022KW03)))))
",82190NED
Hoeveel mensen werkten er minder dan 20 uur per week in het 3e kwartaal van 2014?,"(VALUE (85224NED (MSR 2021211 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501) (DIM TC 2014KW03)))))
",85224NED
kortdurende werklozen 2e kwartaal 2015,"(VALUE (85224NED (MSR 30000811 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2015KW02)))))
",85224NED
Hoeveel mensen waren er aan het werk in het tweede kwartaal van 2016?,"(VALUE (85224NED (MSR 3000790_2 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501) (DIM TC 2016KW02)))))
",85224NED
Percentage werkenden 4e kwartaal 2022,"(VALUE (85224NED (MSR M001731 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501) (DIM TC 2022KW04)))))
",85224NED
Hoeveel laagopgeleiden werkte er begin 2021?,"(VALUE (85224NED (MSR 2018700_3 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2021KW01)))))
",85224NED
Hoeveel mensen werkten er in de 4e kwartaal van 2021?,"(VALUE (85224NED (MSR 2021320_2 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501) (DIM TC 2021KW04)))))
",85224NED
Hoeveel lager opgeleiden in de arbeidsmarkt in 2019?,"(VALUE (85224NED (MSR 2018790_1 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2019KW01)))))
",85224NED
Hoeveel deeltijd werknemers in 2016 3e kwartaal,"(VALUE (85224NED (MSR 2021230 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2016KW03)))))
",85224NED
Hoeveel werklozen waren er in het 2e kwartaal van 2017?,"(VALUE (85224NED (MSR 3000800_2 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2017KW02)))))
",85224NED
Hoeveel kortdurende werklozen waren er in 2015 in het derde kwartaal?,"(VALUE (85224NED (MSR 30000811 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2015KW03)))))
",85224NED
Aantal vaste werknemers 3e kwartaal 2020,"(VALUE (85224NED (MSR 2021330 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2020KW03)))))
",85224NED
Aantal werkende deeltijd in derde kwart 2013,"(VALUE (85224NED (MSR 2021230 (WHERE (DIM SeizoenEnWerkdagcorrectie A050903) (DIM TC 2013KW03)))))
",85224NED
Hoeveel mensen willen er meer werken in 2022?,"(VALUE (85224NED (MSR 3001020 (WHERE (DIM SeizoenEnWerkdagcorrectie A042501) (DIM TC 2022JJ00)))))
",85224NED
percentage van werknemers die 210 dagen of meer verzuimd hebben in 2014,"(VALUE (83130NED (MSR A047213 (WHERE (DIM Bedrijfskenmerken T001081) (DIM Marges MOG0095) (DIM TC 2014JJ00)))))
",83130NED
werkgerelateerd ziekteverzuim in de overheid en zorg in 2020,"(VALUE (83130NED (MSR D001043 (WHERE (DIM Bedrijfskenmerken 300012) (DIM Marges MW00000) (DIM TC 2020JJ00)))))
",83130NED
verzuimfrequentie in de dienstverlening in 2022,"(VALUE (83130NED (MSR M001872 (WHERE (DIM Bedrijfskenmerken 300013) (DIM Marges MOG0095) (DIM TC 2022JJ00)))))
",83130NED
bovengrens verzuim overheid 2020,"(VALUE (83130NED (MSR M001871 (WHERE (DIM Bedrijfskenmerken 417400) (DIM Marges MBG0095) (DIM TC 2020JJ00)))))
",83130NED
percentage ziekteverzuim in de overheid in 2022,"(VALUE (83130NED (MSR D001043 (WHERE (DIM Bedrijfskenmerken 417400) (DIM Marges MBG0095) (DIM TC 2022JJ00)))))
",83130NED
werkgerelateerd verzuim in de commerciële dienstverlening in 2021,"(VALUE (83130NED (MSR D000963 (WHERE (DIM Bedrijfskenmerken 300007) (DIM Marges MOG0095) (DIM TC 2021JJ00)))))
",83130NED
percentage werknemers ziek 1 tot 5 dagen in 2016 bij bedrijven met 20 tot 50 werknemers,"(VALUE (83130NED (MSR A047210 (WHERE (DIM Bedrijfskenmerken WN19056) (DIM Marges MW00000) (DIM TC 2016JJ00)))))
",83130NED
Hoeveel procent van het ziekteverzuim was werkgerelateerd in 2019 bij de overheid en zorg?,"(VALUE (83130NED (MSR D000948 (WHERE (DIM Bedrijfskenmerken 300012) (DIM Marges MBG0095) (DIM TC 2019JJ00)))))
",83130NED
Hoeveel procent van de werknemers heeft verzuimd door het werk in 2020 bij een bedrijf met 50 tot 100 werknemers?,"(VALUE (83130NED (MSR D000948 (WHERE (DIM Bedrijfskenmerken WN19059) (DIM Marges MBG0095) (DIM TC 2020JJ00)))))
",83130NED
wat is het ziekteverzuim in de commerciële dienstverlening in 2019,"(VALUE (83130NED (MSR M001871 (WHERE (DIM Bedrijfskenmerken 300007) (DIM Marges MOG0095) (DIM TC 2019JJ00)))))
",83130NED
ziekteverzuim door werk bij de dienstverlening in 2014?,"(VALUE (83130NED (MSR D000948 (WHERE (DIM Bedrijfskenmerken 435500) (DIM Marges MOG0095) (DIM TC 2014JJ00)))))
",83130NED
percentage werkgerelateerd ziekteverzuim in 2014 in de verhuur en overige zakelijke diensten,"(VALUE (83130NED (MSR D001043 (WHERE (DIM Bedrijfskenmerken 410200) (DIM Marges MBG0095) (DIM TC 2014JJ00)))))
",83130NED
percentage van werknemers die verzuimd hebben met een ziekte langer dan 210 dagen in 2014 bij verhuur en overige zakelijke diensten,"(VALUE (83130NED (MSR A047213 (WHERE (DIM Bedrijfskenmerken 410200) (DIM Marges MBG0095) (DIM TC 2014JJ00)))))
",83130NED
koeling door de drankenindustrie in 2019,"(VALUE (82883NED (MSR M006370 (WHERE (DIM Watergebruikers 311300) (DIM TC 2019JJ00)))))
",82883NED
hoeveel zoet oppervlaktewater gebruikte de transportmiddelenindustrie in 2009,"(VALUE (82883NED (MSR M000255 (WHERE (DIM Watergebruikers 340200) (DIM TC 2009JJ00)))))
",82883NED
